name,overall,potential,value_million_euro,position,nationality,age,height,team,formation,league,wage_million_euro,preferred_foot,weak_foot_rating,skill_moves,attacking_work_rate,defensive_work_rate,pace_total,shooting_total,passing_total,dribbling_total,defending_total,physicality_total,finishing,heading_accuracy,dribbling,ball_control,balance,shot_power,strength,long_shots,aggression,positioning,vision,penalties,mentality,goalkeeper_diving,goalkeeper_handling,goalkeeper_kicking,goalkeeper_positioning,goalkeeper_reflexes,passing,speed
Luca Marrone,72,72,1.5,Defender,Italy,32,186,Monza,3-4-2-1,it Serie A,1.508,1,3,3,1,2,52,61,72,69,71,73,48,72,68,74,63,79,75,70,74,56,71,73,73,0,0,0,0,0,74.0,52.0
Jannes Horn,72,75,2.9,Full Back,Germany,25,186,Bochum,4-4-2,de Bundesliga,0.78,0,3,3,1,1,83,34,59,67,68,68,29,59,67,69,62,45,69,32,68,46,44,37,60,0,0,0,0,0,58.5,82.5
Mathias Jørgensen,72,72,1.5,Defender,Denmark,32,191,Brentford,4-3-3,eng Premier League,1.508,1,2,2,1,1,51,39,57,54,72,77,34,71,46,60,59,62,83,30,84,43,62,27,67,0,0,0,0,0,63.5,50.5
Federico San Emeterio Díaz,72,75,3.1,Midfielder,Spain,25,176,Cadiz,4-4-2,es La Liga,0.988,1,3,2,0,2,57,67,67,67,72,76,67,65,65,72,81,68,74,70,80,72,74,59,68,0,0,0,0,0,71.5,57.0
Konstantinos Stafylidis,72,72,2.1,Full Back,Greece,28,178,Bochum,4-4-2,de Bundesliga,0.884,0,3,3,1,1,69,63,66,70,70,69,48,50,69,70,74,85,64,81,85,41,41,46,68,0,0,0,0,0,71.5,69.5
Lorenzo Morón García,72,72,2.4,Forward,Spain,28,188,Real Betis,4-2-3-1,es La Liga,0.936,1,3,3,2,1,67,72,60,70,31,72,71,70,70,72,53,75,76,70,73,74,65,75,68,0,0,0,0,0,55.5,67.5
Nikola Maraš,72,77,3.1,Defender,Serbia,26,189,Deportivo Alaves,4-4-2,es La Liga,0.884,1,2,2,1,1,64,37,51,56,72,75,38,74,49,60,53,48,77,29,71,28,46,32,68,0,0,0,0,0,61.5,64.0
Adil Aouchiche,72,79,4.6,Midfielder,France,19,181,Lorient,4-3-3,fr Ligue 1,0.416,1,3,4,1,1,68,63,72,74,56,60,62,54,74,75,68,70,63,65,47,68,74,55,73,0,0,0,0,0,73.0,68.5
Marcus Tavernier,72,80,5.0,Midfielder,England,23,177,Bournemouth,4-2-3-1,eng Premier League,1.456,0,3,3,2,1,78,65,69,74,59,61,64,50,75,73,79,67,60,67,41,67,72,63,66,0,0,0,0,0,69.5,78.0
Deiver Machado,72,72,2.1,Full Back,Colombia,28,173,Lens,3-4-2-1,fr Ligue 1,1.092,0,3,2,2,1,84,55,64,71,65,70,57,63,72,69,78,57,66,51,67,60,63,57,65,0,0,0,0,0,64.0,83.5
Lago Júnior,72,72,1.9,Midfielder,Côte d'Ivoire,31,180,Mallorca,4-4-2,es La Liga,0.936,1,4,4,1,0,89,69,61,71,34,72,69,54,74,71,60,78,80,62,38,75,65,70,59,0,0,0,0,0,58.5,89.0
José Ndong Machín Dicombo,72,74,2.9,Midfielder,Equatorial Guinea,25,184,Monza,3-4-2-1,it Serie A,1.56,1,3,3,2,1,62,63,70,72,58,65,63,58,74,74,65,65,63,67,63,73,73,48,61,0,0,0,0,0,73.5,62.0
Patrick Ciurria,72,73,2.7,Forward,Italy,27,178,Monza,3-4-2-1,it Serie A,1.768,0,3,3,2,0,76,71,67,74,31,58,72,51,74,75,77,72,54,69,42,71,72,64,60,0,0,0,0,0,66.0,75.5
Carlos Gruezo,72,75,2.7,Midfielder,Ecuador,27,173,Augsburg,4-4-2,de Bundesliga,0.936,1,3,2,0,2,61,46,61,67,68,73,41,54,60,70,85,61,69,42,86,55,58,49,65,0,0,0,0,0,70.5,61.5
Fabio Miretti,72,87,5.5,Midfielder,Italy,18,179,Juventus,3-5-2,it Serie A,1.04,1,4,3,1,1,76,59,74,76,63,71,50,49,75,77,77,65,67,68,72,62,73,65,72,0,0,0,0,0,74.5,76.0
Alex Cordaz,72,72,0.25,Goalkeeper,Italy,39,188,Inter,3-5-2,it Serie A,0.832,1,1,0,1,1,0,71,62,0,0,72,0,0,0,0,29,47,54,0,0,0,34,0,69,67,71,62,72,74,0.0,0.0
Jens Stage,72,74,2.9,Midfielder,Denmark,25,185,Werder Bremen,3-5-2,de Bundesliga,0.884,1,3,3,2,2,71,65,69,71,71,81,66,73,69,72,75,69,79,60,77,71,68,60,73,0,0,0,0,0,72.0,70.5
Junior Stanislas,72,72,1.9,Winger,England,32,183,Bournemouth,4-2-3-1,eng Premier League,1.768,1,4,3,1,1,69,71,71,72,36,52,71,43,73,74,64,73,58,73,36,72,72,73,67,0,0,0,0,0,68.0,68.5
Abdoul Kader Bamba,72,72,2.4,Midfielder,France,28,177,Nantes,4-2-3-1,fr Ligue 1,0.988,1,3,4,2,0,84,62,68,74,40,59,61,52,77,72,68,63,60,64,43,67,67,57,66,0,0,0,0,0,70.5,84.0
Harry Toffolo,72,73,2.5,Full Back,England,26,183,Nott'ham Forest,4-2-3-1,eng Premier League,1.872,0,2,3,2,1,76,52,62,65,66,72,51,61,64,64,70,58,69,51,58,54,54,53,58,0,0,0,0,0,61.5,76.0
Malick Thiaw,72,83,4.8,Defender,Germany,20,191,AC Milan,4-2-3-1,it Serie A,1.248,1,5,2,1,1,73,47,60,65,71,73,43,73,62,67,60,56,79,46,66,42,55,64,71,0,0,0,0,0,67.5,72.5
Eiji Kawashima,72,72,0.25,Goalkeeper,Japan,39,185,Strasbourg,3-5-2,fr Ligue 1,0.416,1,3,0,1,1,0,71,72,0,0,71,0,0,0,0,45,54,60,0,0,0,29,0,44,72,71,72,71,71,0.0,0.0
Julian Ryerson,72,76,3.1,Full Back,Norway,24,183,Union Berlin,3-5-2,de Bundesliga,0.832,1,3,2,1,1,70,59,64,69,69,76,57,59,68,69,72,67,71,57,80,62,62,49,66,0,0,0,0,0,67.0,69.5
Mario Suárez Mata,72,72,0.65,Midfielder,Spain,35,188,Rayo Vallecano,4-4-2,es La Liga,0.52,1,4,2,1,2,36,65,70,64,68,73,60,68,60,73,38,79,82,68,74,64,71,59,74,0,0,0,0,0,72.5,36.0
Abdoulaye Touré,72,73,2.3,Midfielder,France,28,188,Genoa,3-5-2,it Serie A,0.208,1,3,2,1,1,39,56,59,58,74,80,41,52,60,70,34,76,88,78,75,32,58,61,53,0,0,0,0,0,67.0,39.5
Emanuel Vignato,72,82,5.5,Midfielder,Italy,21,175,Bologna,4-2-3-1,it Serie A,0.832,1,4,4,1,0,72,61,72,76,39,47,61,51,77,76,75,61,42,63,39,63,73,55,66,0,0,0,0,0,74.5,72.5
Michael Esser,72,72,0.4,Goalkeeper,Germany,34,198,Bochum,4-4-2,de Bundesliga,0.676,1,3,0,1,1,0,71,66,0,0,70,0,0,0,0,28,50,82,0,0,0,48,0,53,73,71,66,70,74,0.0,0.0
Joaquín José Marín Ruz,72,72,1.6,Full Back,Spain,32,178,Granada,4-3-3,es La Liga,0.416,1,4,3,2,1,71,60,65,69,69,61,62,60,70,71,71,61,61,59,61,65,55,58,62,0,0,0,0,0,63.5,71.5
Martin Hongla,72,78,3.7,Midfielder,Cameroon,24,181,Hellas Verona,3-4-3,it Serie A,0.832,1,3,4,1,1,79,69,69,75,66,77,67,73,76,74,74,78,78,73,63,63,70,55,80,0,0,0,0,0,76.0,79.0
Sergi Canós Tenés,72,74,2.9,Winger,Spain,25,175,Brentford,4-3-3,eng Premier League,1.716,1,3,3,2,1,71,69,69,75,55,69,70,51,76,73,84,71,67,69,75,71,72,53,63,0,0,0,0,0,66.5,71.5
Hugo Magnetti,72,76,3.1,Midfielder,France,24,180,Brest,4-4-2,fr Ligue 1,0.676,1,3,3,1,2,52,49,66,71,66,75,41,50,72,73,83,68,76,49,80,59,70,46,71,0,0,0,0,0,73.5,52.5
Joe Scally,72,82,4.8,Full Back,United States,19,184,Borussia M.Gladbach,4-2-3-1,de Bundesliga,0.468,1,3,2,1,1,76,43,62,70,69,69,43,61,71,69,75,43,67,45,69,57,58,39,59,0,0,0,0,0,62.5,76.0
Mitchell van Bergen,72,78,3.8,Winger,Netherlands,22,170,Reims,4-2-3-1,fr Ligue 1,0.832,1,5,3,1,1,86,66,65,73,27,56,66,34,74,71,77,65,49,68,54,69,67,60,65,0,0,0,0,0,60.0,86.5
Isaac Carcelén Valencia,72,72,2.1,Full Back,Spain,29,174,Cadiz,4-4-2,es La Liga,0.988,1,3,3,2,1,77,58,68,69,67,69,47,54,70,69,74,69,57,69,75,69,59,69,62,0,0,0,0,0,65.5,77.5
Joe Rothwell,72,73,2.7,Midfielder,England,27,183,Bournemouth,4-2-3-1,eng Premier League,1.664,1,4,3,2,1,77,62,70,75,60,67,62,59,78,73,77,59,64,66,59,68,72,56,65,0,0,0,0,0,71.0,77.5
Paul Seguin,72,73,2.7,Midfielder,Germany,27,185,Union Berlin,3-5-2,de Bundesliga,1.092,1,3,3,1,1,61,59,68,71,68,76,56,66,68,77,65,65,75,63,69,59,73,48,73,0,0,0,0,0,73.0,61.5
Lorenzo Tonelli,72,72,1.5,Defender,Italy,32,183,Empoli,3-5-2,it Serie A,0.416,1,3,2,0,2,54,31,43,58,75,66,25,74,51,58,76,52,68,25,80,23,30,35,70,0,0,0,0,0,53.0,54.0
Fodé Ballo-Touré,72,76,3.0,Full Back,Senegal,25,182,AC Milan,4-2-3-1,it Serie A,1.664,0,2,3,2,1,85,51,67,71,67,72,49,58,73,72,70,56,70,52,74,64,64,53,63,0,0,0,0,0,68.0,85.0
Caleb Ekuban,72,72,2.4,Forward,Ghana,28,182,Genoa,3-5-2,it Serie A,0.26,1,3,3,1,1,87,68,65,71,28,84,68,70,72,71,63,72,86,67,71,70,67,63,68,0,0,0,0,0,63.0,86.5
Albert Guðmundsson,72,75,3.1,Midfielder,Iceland,25,178,Genoa,3-5-2,it Serie A,0.208,1,4,3,2,1,83,65,66,77,34,68,66,49,79,76,77,68,70,60,55,63,70,70,75,0,0,0,0,0,64.5,83.0
Eliot Matazo,72,83,5.0,Midfielder,Belgium,20,174,Monaco,4-4-2,fr Ligue 1,1.196,1,3,3,2,2,73,58,70,75,65,69,56,56,76,74,81,68,69,60,68,66,74,45,74,0,0,0,0,0,74.5,73.0
Njegoš Petrović,72,81,5.0,Midfielder,Serbia,22,185,Granada,4-3-3,es La Liga,0.364,1,3,2,1,1,58,51,68,63,68,76,42,51,55,73,59,68,76,57,75,48,76,53,73,0,0,0,0,0,72.0,57.5
Jamal Lewis,72,77,3.3,Full Back,Northern Ireland,24,178,Newcastle United,4-3-3,eng Premier League,2.08,0,3,3,2,2,74,53,65,73,69,66,53,57,73,73,76,60,66,44,65,70,57,38,75,0,0,0,0,0,68.5,74.5
Doğan Alemdar,72,80,4.4,Goalkeeper,Turkey,19,189,Rennes,4-2-3-1,fr Ligue 1,0.468,1,2,0,1,1,0,70,69,0,0,73,0,0,0,0,42,52,65,0,0,0,45,0,59,71,70,69,73,71,0.0,0.0
Francisco Portillo Soler,72,72,1.9,Midfielder,Spain,32,169,Almería,4-4-2,es La Liga,0.936,1,3,3,1,1,64,69,74,73,55,62,70,59,73,71,85,68,64,69,57,73,75,64,70,0,0,0,0,0,73.0,64.0
André Filipe M. Ribeiro Ferreira,72,77,2.7,Goalkeeper,Portugal,26,193,Granada,4-3-3,es La Liga,0.364,1,2,0,1,1,0,69,65,0,0,72,0,0,0,0,55,49,76,0,0,0,43,0,38,72,69,65,72,75,0.0,0.0
Mohamed Fares,72,73,2.8,Winger,Algeria,26,183,Lazio,4-3-3,it Serie A,1.716,0,3,3,2,1,75,63,67,75,67,68,61,58,76,76,78,68,68,63,72,70,66,64,65,0,0,0,0,0,64.5,75.0
Liam Henderson,72,75,3.0,Midfielder,Scotland,26,183,Empoli,3-5-2,it Serie A,0.468,1,3,3,1,1,73,64,69,72,65,76,60,47,68,75,75,72,75,71,76,68,68,46,73,0,0,0,0,0,74.5,72.5
Tomás Alarcón,72,81,4.9,Midfielder,Chile,23,174,Cadiz,4-4-2,es La Liga,0.832,1,3,2,1,2,62,52,62,61,70,73,45,65,50,71,79,57,73,66,79,57,60,49,68,0,0,0,0,0,72.5,62.0
Janis Blaswich,72,72,1.2,Goalkeeper,Germany,31,193,RB Leipzig,3-4-3,de Bundesliga,1.196,1,3,0,1,1,0,70,67,0,0,72,0,0,0,0,33,50,74,0,0,0,41,0,54,71,70,67,72,76,0.0,0.0
Alberto Grassi,72,73,2.7,Midfielder,Italy,27,183,Empoli,3-5-2,it Serie A,0.208,1,3,2,1,1,64,63,70,73,67,63,58,63,74,76,66,70,59,67,67,68,72,63,66,0,0,0,0,0,73.5,64.0
Lázaro Vinicius Marques,72,85,5.5,Midfielder,Brazil,20,181,Almería,4-4-2,es La Liga,0.676,1,3,4,1,1,69,58,68,73,38,59,64,66,78,76,72,53,63,49,41,67,71,54,53,0,0,0,0,0,70.5,69.0
Tony Jantschke,72,72,1.5,Defender,Germany,32,177,Borussia M.Gladbach,4-2-3-1,de Bundesliga,0.936,1,2,2,0,1,64,41,62,66,73,70,35,66,62,67,68,48,72,44,68,45,53,51,78,0,0,0,0,0,69.5,63.5
Sergio Akieme Rodríguez,72,79,4.5,Full Back,Spain,24,175,Almería,4-4-2,es La Liga,0.728,0,3,3,1,1,79,44,57,69,68,70,40,62,67,71,82,55,65,44,71,58,45,40,54,0,0,0,0,0,57.5,78.5
Braian Cufré,72,77,3.2,Full Back,Argentina,25,178,Mallorca,4-4-2,es La Liga,0.832,0,3,3,2,1,78,64,69,69,68,75,58,58,69,68,60,80,69,65,70,59,66,55,58,0,0,0,0,0,68.5,77.5
Yann Bodiger,72,74,2.5,Midfielder,France,27,188,Granada,4-3-3,es La Liga,0.416,0,3,2,1,1,52,58,69,66,70,74,52,61,63,74,52,70,77,63,71,58,71,59,65,0,0,0,0,0,72.0,52.5
Samuel Almeida Costa,72,81,5.0,Midfielder,Portugal,21,183,Almería,4-4-2,es La Liga,0.624,0,2,2,1,1,64,63,66,67,69,73,57,57,66,69,64,78,72,70,73,61,68,52,66,0,0,0,0,0,73.0,64.5
Aurélio Gabriel Ulineia Buta,72,75,3.1,Midfielder,Portugal,25,172,Eintracht Frankfurt,3-4-2-1,de Bundesliga,0.936,1,4,4,1,1,93,59,66,74,64,68,52,42,72,70,86,70,60,62,73,69,67,61,74,0,0,0,0,0,65.0,93.0
Jack O'Connell,72,74,2.4,Defender,England,28,191,Sheffield United,4-2-3-1,eng Premier League,1.04,0,2,2,2,1,55,37,63,60,72,73,35,72,59,62,48,41,83,40,81,42,58,34,67,0,0,0,0,0,66.5,54.5
Timmy Chandler,72,72,1.9,Midfielder,United States,32,187,Eintracht Frankfurt,3-4-2-1,de Bundesliga,0.988,1,4,2,2,2,59,69,72,71,73,78,67,80,73,75,51,78,81,70,78,70,67,51,72,0,0,0,0,0,75.0,58.5
Josip Stanišić,72,81,5.0,Full Back,Croatia,22,187,Bayern Munich,4-2-3-1,de Bundesliga,1.404,1,4,2,1,1,71,39,58,64,71,69,39,71,62,66,63,48,70,32,68,43,44,37,54,0,0,0,0,0,60.0,70.5
Ajdin Hrustić,72,75,3.1,Midfielder,Australia,25,183,Hellas Verona,3-4-3,it Serie A,0.936,0,2,3,1,1,74,68,73,73,60,70,63,51,71,76,73,74,67,77,69,68,72,65,70,0,0,0,0,0,73.0,74.0
Jérémy Le Douaron,72,76,3.4,Forward,France,24,189,Brest,4-4-2,fr Ligue 1,0.832,0,2,3,1,2,70,70,65,71,49,73,72,71,73,73,57,75,77,68,69,73,68,56,65,0,0,0,0,0,62.5,70.5
Romano Schmid,72,79,4.8,Midfielder,Austria,22,174,Werder Bremen,3-5-2,de Bundesliga,0.78,1,3,3,2,1,79,64,68,78,48,55,60,39,79,78,85,72,51,71,43,67,69,52,65,0,0,0,0,0,66.5,79.0
Juan Antonio Iglesias Sánchez,72,79,4.5,Full Back,Spain,23,185,Getafe,5-3-2,es La Liga,0.78,1,4,3,1,1,71,37,60,64,70,67,36,70,65,65,52,36,66,32,60,58,55,42,60,0,0,0,0,0,58.0,71.0
Aymen Barkok,72,78,3.7,Midfielder,Morocco,24,189,Mainz 05,3-5-2,de Bundesliga,0.884,1,3,4,2,1,76,65,68,78,55,65,68,60,81,79,69,69,68,61,60,66,71,53,62,0,0,0,0,0,68.0,75.5
Marko Rog,72,73,2.7,Midfielder,Croatia,26,180,Cagliari,3-5-2,it Serie A,0.208,1,3,3,2,1,67,66,72,74,63,68,62,47,75,78,70,68,67,73,74,63,70,60,74,0,0,0,0,0,77.0,67.0
Sandi Lovrič,72,79,4.7,Midfielder,Slovenia,24,180,Udinese,3-5-2,it Serie A,0.572,1,3,3,2,1,53,64,72,70,62,68,66,55,71,73,65,64,66,64,63,70,73,48,68,0,0,0,0,0,74.0,53.5
Lucas Da Cunha,72,78,3.8,Midfielder,France,21,176,Nice,4-4-2,fr Ligue 1,1.04,0,3,3,2,1,76,68,68,74,37,55,66,56,74,75,76,73,54,72,50,70,70,62,66,0,0,0,0,0,65.5,76.0
Jack Robinson,72,72,2.0,Defender,England,28,180,Sheffield United,4-2-3-1,eng Premier League,1.04,0,3,2,1,1,69,41,60,61,72,74,40,66,55,64,70,43,72,38,80,52,57,43,59,0,0,0,0,0,62.0,69.0
Ciaran Clark,72,72,1.5,Defender,Republic of Ireland,32,185,Sheffield United,4-2-3-1,eng Premier League,2.392,0,2,2,0,1,35,51,51,54,73,71,44,79,50,58,50,71,76,48,80,49,51,55,62,0,0,0,0,0,57.0,35.0
Liberato Cacace,72,82,5.0,Full Back,New Zealand,21,184,Empoli,3-5-2,it Serie A,0.312,0,4,3,2,1,80,62,65,69,66,77,61,57,69,69,76,67,77,62,69,71,65,61,72,0,0,0,0,0,65.5,80.0
Elijah Adebayo,72,76,3.4,Forward,England,24,193,Luton Town,4-2-3-1,eng Premier League,1.196,1,3,3,2,1,73,71,50,68,44,79,74,72,68,70,59,72,85,66,71,74,55,65,63,0,0,0,0,0,48.5,72.5
Loris Karius,72,72,1.6,Goalkeeper,Germany,29,189,Newcastle United,4-3-3,eng Premier League,2.08,1,3,0,1,1,0,66,72,0,0,70,0,0,0,0,43,54,64,0,0,0,50,0,60,75,66,72,70,75,0.0,0.0
Kristjan Asllani,72,84,5.5,Midfielder,Albania,20,175,Inter,3-5-2,it Serie A,0.312,1,3,2,1,2,66,61,70,70,69,62,57,61,70,73,74,72,51,66,66,59,71,54,71,0,0,0,0,0,74.0,65.5
Giovanni González,72,72,2.3,Full Back,Uruguay,27,173,Mallorca,4-4-2,es La Liga,0.884,1,3,3,2,1,73,43,61,65,68,71,28,59,63,62,79,67,68,49,57,59,38,51,59,0,0,0,0,0,68.0,73.0
Giulio Donati,72,72,1.5,Defender,Italy,32,178,Monza,3-4-2-1,it Serie A,1.508,1,3,2,0,2,66,42,63,62,72,74,30,68,59,63,69,65,69,43,89,49,51,51,66,0,0,0,0,0,67.0,65.5
Andrea Cambiaso,72,82,5.0,Full Back,Italy,22,181,Bologna,4-2-3-1,it Serie A,2.288,0,4,2,1,1,74,54,67,71,68,57,49,53,72,71,70,64,49,52,64,65,63,46,64,0,0,0,0,0,65.0,74.0
Marco Benassi,72,72,2.5,Midfielder,Italy,27,184,Fiorentina,4-3-3,it Serie A,1.716,1,3,3,2,1,54,70,71,75,70,66,66,68,76,78,68,80,70,74,74,74,70,52,72,0,0,0,0,0,74.0,54.5
Maxime Estève,72,82,4.8,Defender,France,20,193,Montpellier,4-3-3,fr Ligue 1,0.572,0,3,2,1,1,67,33,51,54,72,75,26,74,51,62,37,61,82,24,74,28,33,38,70,0,0,0,0,0,56.0,66.5
Faitout Maouassa,72,75,3.0,Full Back,France,23,170,Montpellier,4-3-3,fr Ligue 1,0.728,0,2,3,2,1,78,64,70,74,67,74,58,61,74,74,84,77,75,71,72,67,66,42,72,0,0,0,0,0,70.0,78.0
Roberto Insigne,72,72,2.4,Winger,Italy,28,172,Frosinone,3-5-2,it Serie A,0.208,0,2,3,2,0,82,65,71,74,27,40,65,66,75,72,83,63,34,64,28,71,70,65,69,0,0,0,0,0,71.5,82.5
Eray Cömert,72,78,3.4,Defender,Switzerland,24,183,Valencia,4-4-2,es La Liga,0.936,1,4,2,1,1,74,49,59,56,70,76,30,70,41,69,67,76,80,70,70,33,53,55,63,0,0,0,0,0,67.0,73.5
Kristian Thorstvedt,72,79,4.7,Midfielder,Norway,23,189,Sassuolo,4-2-3-1,it Serie A,0.988,0,4,3,2,2,63,72,69,72,66,80,71,72,75,75,42,78,85,75,73,70,69,52,71,0,0,0,0,0,74.0,63.0
Woo Yeong Jeong,72,77,3.6,Forward,Korea Republic,22,179,Freiburg,3-4-3,de Bundesliga,0.936,1,4,4,1,1,82,63,66,77,36,63,68,61,78,76,84,59,54,56,55,73,70,50,61,0,0,0,0,0,65.5,82.0
Terem Moffi,72,78,3.7,Forward,Nigeria,23,188,Lorient,4-3-3,fr Ligue 1,0.676,0,3,2,2,1,72,72,53,68,24,74,72,73,71,70,55,77,86,68,57,71,47,65,67,0,0,0,0,0,52.5,71.5
Ben Osborn,72,72,2.3,Full Back,England,27,176,Sheffield United,4-2-3-1,eng Premier League,0.988,0,3,3,2,1,71,65,71,72,65,60,61,48,70,72,83,73,56,69,47,66,72,42,67,0,0,0,0,0,69.5,71.0
Anthony Jung,72,72,2.0,Full Back,Germany,30,185,Werder Bremen,3-5-2,de Bundesliga,0.832,0,3,3,1,1,66,60,66,65,72,77,54,69,63,68,66,72,78,66,72,53,59,50,66,0,0,0,0,0,68.5,66.0
Ashley Barnes,72,72,1.9,Forward,England,32,186,Burnley,4-4-2,eng Premier League,1.664,1,4,3,2,2,51,73,68,70,47,79,72,77,68,72,66,80,81,66,88,75,70,80,74,0,0,0,0,0,69.0,51.5
Giorgos Kyriakopoulos,72,74,2.7,Full Back,Greece,26,178,Sassuolo,4-2-3-1,it Serie A,1.04,0,2,2,1,1,67,48,64,71,69,69,40,53,73,73,56,65,68,57,70,45,45,35,64,0,0,0,0,0,66.5,67.5
Agustín Álvarez Martínez,72,80,5.5,Forward,Uruguay,21,177,Sassuolo,4-2-3-1,it Serie A,0.936,1,3,2,2,0,70,72,61,68,36,68,73,75,64,73,74,73,74,69,50,73,61,71,68,0,0,0,0,0,64.0,70.5
Jaidon Anthony,72,79,4.8,Winger,England,22,183,Bournemouth,4-2-3-1,eng Premier League,1.56,1,3,3,2,2,79,64,70,73,25,65,67,54,73,74,75,63,64,59,48,68,73,62,73,0,0,0,0,0,68.0,79.5
Kevin Stöger,72,72,2.3,Midfielder,Austria,28,175,Bochum,4-4-2,de Bundesliga,0.936,0,3,3,1,1,56,68,76,76,41,61,68,45,76,76,77,72,60,70,50,67,77,50,72,0,0,0,0,0,77.5,56.5
Maxime Le Marchand,72,72,1.5,Defender,France,32,185,Strasbourg,3-5-2,fr Ligue 1,0.884,0,3,2,1,1,60,39,68,65,73,68,35,73,62,70,63,56,70,33,71,30,65,42,74,0,0,0,0,0,73.0,60.0
Alejandro Pozo Pozo,72,79,4.5,Full Back,Spain,23,173,Almería,4-4-2,es La Liga,0.728,1,3,3,2,0,75,68,67,74,67,46,69,67,74,72,83,70,33,69,39,65,63,58,55,0,0,0,0,0,67.5,75.0
Joe Rodon,72,80,4.9,Defender,Wales,24,193,Rennes,4-2-3-1,fr Ligue 1,2.08,1,4,2,1,1,58,29,49,57,74,72,23,67,53,62,55,43,77,24,65,23,31,40,61,0,0,0,0,0,65.0,58.0
Morten Frendrup,72,81,5.0,Midfielder,Denmark,21,178,Genoa,3-5-2,it Serie A,0.156,1,2,2,1,1,79,52,64,71,67,75,53,57,70,71,75,54,70,54,80,64,68,39,68,0,0,0,0,0,72.0,79.5
James Garner,72,82,5.0,Midfielder,England,21,182,Everton,4-4-2,eng Premier League,0.936,1,3,3,2,2,67,63,72,68,68,70,59,55,64,73,57,70,67,67,72,57,69,64,72,0,0,0,0,0,76.0,67.0
Arijanet Murić,72,80,4.5,Goalkeeper,Kosovo,23,197,Burnley,4-4-2,eng Premier League,0.936,1,2,0,1,1,0,71,73,0,0,73,0,0,0,0,40,55,68,0,0,0,52,0,60,72,71,73,73,74,0.0,0.0
Patrick Mainka,72,73,2.4,Defender,Germany,27,194,Heidenheim,4-4-2,de Bundesliga,0.832,1,3,2,0,2,55,40,51,53,74,79,33,72,45,60,56,64,84,37,74,35,44,40,72,0,0,0,0,0,61.0,54.0
Hannes Wolf,72,79,4.7,Midfielder,Austria,23,179,Borussia M.Gladbach,4-2-3-1,de Bundesliga,0.884,0,3,3,1,1,76,68,67,76,36,65,68,57,77,76,74,69,67,68,54,70,70,65,70,0,0,0,0,0,66.5,76.5
Jérôme Onguéné,72,78,3.4,Defender,Cameroon,24,186,Eintracht Frankfurt,3-4-2-1,de Bundesliga,0.78,1,3,2,1,1,72,38,49,59,71,73,33,76,53,60,62,63,80,29,71,26,32,47,62,0,0,0,0,0,63.0,71.0
Hiroki Ito,72,77,3.2,Defender,Japan,23,188,VfB Stuttgart,3-4-2-1,de Bundesliga,0.728,0,3,2,1,1,84,54,65,65,73,71,48,68,62,69,62,68,74,60,67,53,61,47,70,0,0,0,0,0,73.0,83.5
Emil Bohinen,72,79,4.7,Midfielder,Norway,23,189,Salernitana,3-5-2,it Serie A,0.832,0,3,3,1,1,67,62,71,73,68,69,60,56,72,75,74,66,67,65,67,69,68,65,68,0,0,0,0,0,75.5,67.0
Kingsley Ehizibue,72,73,2.5,Full Back,Nigeria,27,189,Udinese,3-5-2,it Serie A,0.624,1,2,3,2,1,88,57,63,69,66,76,54,67,71,70,56,70,76,56,77,62,61,42,65,0,0,0,0,0,66.0,88.0
Rogério Oliveira da Silva,72,76,3.1,Full Back,Brazil,24,178,Sassuolo,4-2-3-1,it Serie A,0.884,0,3,3,1,1,74,53,67,74,69,58,45,60,77,75,64,59,54,59,66,71,67,55,68,0,0,0,0,0,64.5,74.0
Samuel Moutoussamy,72,75,3.1,Midfielder,Congo DR,25,176,Nantes,4-2-3-1,fr Ligue 1,0.884,0,3,3,1,2,68,58,68,75,72,69,57,51,74,77,79,57,67,63,66,69,69,46,73,0,0,0,0,0,72.5,68.5
Dominik Greif,72,78,2.9,Goalkeeper,Slovakia,25,197,Mallorca,4-4-2,es La Liga,0.676,1,3,0,1,1,0,73,77,0,0,71,0,0,0,0,21,58,60,0,0,0,34,0,32,70,73,77,71,70,0.0,0.0
Max Lowe,72,77,3.2,Full Back,England,25,175,Sheffield United,4-2-3-1,eng Premier League,0.936,0,3,3,1,1,80,46,63,73,69,66,41,66,74,73,69,62,66,36,63,66,62,50,63,0,0,0,0,0,66.5,79.5
Alexandre Oukidja,72,72,0.75,Goalkeeper,Algeria,33,184,Metz,3-4-3,fr Ligue 1,0.26,1,3,0,1,1,0,71,69,0,0,73,0,0,0,0,58,52,70,0,0,0,31,0,57,69,71,69,73,72,0.0,0.0
Martín Satriano,72,81,5.5,Forward,Uruguay,21,187,Empoli,3-5-2,it Serie A,1.612,1,3,3,1,1,65,72,56,71,32,69,77,71,72,76,57,69,72,68,60,74,58,69,68,0,0,0,0,0,56.0,64.5
Leonardo Pavoletti,72,72,1.5,Forward,Italy,33,188,Cagliari,3-5-2,it Serie A,0.26,1,3,3,2,0,63,69,52,64,35,73,71,91,63,68,57,75,83,55,69,76,56,67,73,0,0,0,0,0,55.5,62.0
Anel Ahmedhodžić,72,82,4.9,Defender,Bosnia and Herzegovina,23,195,Sheffield United,4-2-3-1,eng Premier League,0.832,1,3,2,1,1,78,34,60,63,70,77,26,72,59,65,52,57,81,32,74,27,60,45,74,0,0,0,0,0,68.0,77.0
