,player,nation,position,team,formation,team_shots_per_game,team_possession,team_pass,team_aerials_won,league,age,matches,starts,minutes,goals,assists,goals_assists,penalty_goals,yellow_cards,red_cards,expected_goals,expected_assists,progressive_carries,progressive_passes,progressive_runs,goals_90min,assists_90min,goals_assists_90min
1427,Gianluca Lapadula,pe PER,Forward,Cagliari,3-5-2,11.4,45.8,79.8,17.2,it Serie A,33,23,14,1205,3,1,4,1,3,0,4.8,1.1,8.0,4.0,63.0,0.22,0.07,0.3
1428,Aymeric Laporte,es ESP,Defender,Manchester City,4-3-3,15.8,60.8,89.4,12.8,eng Premier League,29,1,0,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,Julien Laporte,fr FRA,Defender,Lorient,4-3-3,11.2,45.9,78.8,13.7,fr Ligue 1,29,23,20,1818,0,0,0,0,4,0,0.8,0.0,5.0,56.0,3.0,0.0,0.0,0.0
1430,Cyle Larin,ca CAN,Forward,Mallorca,4-4-2,8.0,45.7,80.2,18.0,es La Liga,28,35,20,1823,3,2,5,0,8,0,9.0,1.4,20.0,13.0,103.0,0.15,0.1,0.25
1431,Yasser Larouci,dz ALG,Defender,Sheffield United,4-2-3-1,8.5,43.0,76.9,19.1,eng Premier League,22,11,6,531,0,0,0,0,1,0,0.2,0.3,18.0,14.0,12.0,0.0,0.0,0.0
1432,Hugo Larsson,se SWE,Midfielder,Eintracht Frankfurt,3-4-2-1,13.2,52.4,79.6,17.9,de Bundesliga,19,29,21,1886,2,1,3,0,1,0,1.3,1.4,26.0,68.0,42.0,0.1,0.05,0.14
1433,Jamaal Lascelles,eng ENG,Defender,Newcastle United,4-3-3,10.4,41.6,76.0,17.1,eng Premier League,29,16,13,1080,1,0,1,0,4,0,0.7,0.1,8.0,31.0,3.0,0.08,0.0,0.08
1434,Juanmi Latasa,es ESP,Forward,Getafe,5-3-2,9.5,44.4,66.5,22.8,es La Liga,22,32,15,1555,2,0,2,0,7,1,3.6,1.5,7.0,16.0,82.0,0.12,0.0,0.12
1435,Toni Lato,es ESP,Defender,Mallorca,4-4-2,8.0,45.7,80.2,18.0,es La Liga,25,28,16,1544,0,1,1,0,3,0,0.2,1.3,30.0,39.0,110.0,0.0,0.06,0.06
1436,Armand Lauriente,fr FRA,Forward,Sassuolo,4-2-3-1,13.9,58.2,87.8,10.9,it Serie A,24,37,35,2908,5,4,9,0,5,0,5.7,4.0,125.0,99.0,268.0,0.15,0.12,0.28
1437,Roméo Lavia,be BEL,Midfielder,Chelsea,3-4-3,14.6,58.6,87.0,15.2,eng Premier League,19,1,0,33,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1438,Lázaro,br BRA,Forward,Almería,4-4-2,8.1,44.1,77.1,13.8,es La Liga,21,14,2,285,0,0,0,0,0,0,0.9,0.5,5.0,6.0,34.0,0.0,0.0,0.0
1439,Valentino Lazaro,at AUT,Defender,Torino,3-4-2-1,12.2,48.0,80.5,16.1,it Serie A,27,35,21,1994,0,4,4,0,3,0,1.7,2.9,53.0,94.0,106.0,0.0,0.18,0.18
1440,Darko Lazović,rs SRB,Forward,Hellas Verona,3-4-3,10.6,49.6,76.3,20.6,it Serie A,32,32,22,1928,3,2,5,1,0,1,2.8,4.4,43.0,66.0,139.0,0.14,0.09,0.23
1441,Manuel Lazzari,it ITA,Defender,Lazio,4-3-3,13.8,52.2,83.8,14.6,it Serie A,29,24,19,1671,0,2,2,0,4,1,1.0,1.3,73.0,62.0,104.0,0.0,0.11,0.11
1442,Théo Le Bris,fr FRA,Defender,Lorient,4-3-3,11.2,45.9,78.8,13.7,fr Ligue 1,20,26,15,1516,0,2,2,0,2,0,1.2,1.6,56.0,58.0,117.0,0.0,0.12,0.12
1444,Julien Le Cardinal,fr FRA,Defender,Lens,3-4-2-1,11.7,51.1,81.8,17.4,fr Ligue 1,25,2,0,58,0,0,0,0,0,0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0
1445,Jérémy Le Douaron,fr FRA,Forward,Brest,4-4-2,11.8,49.4,81.3,18.6,fr Ligue 1,25,33,19,1618,4,0,4,0,3,0,6.2,1.0,48.0,21.0,130.0,0.22,0.0,0.22
1446,Enzo Le Fée,fr FRA,Midfielder,Rennes,4-2-3-1,13.5,56.8,85.6,16.9,fr Ligue 1,23,25,19,1527,0,1,1,0,3,0,0.5,1.8,45.0,124.0,58.0,0.0,0.06,0.06
1447,Vincent Le Goff,fr FRA,Defender,Lorient,4-3-3,11.2,45.9,78.8,13.7,fr Ligue 1,33,9,8,541,1,1,2,0,1,0,0.1,0.9,9.0,22.0,51.0,0.17,0.17,0.33
1448,Robin Le Normand,es ESP,Defender,Real Sociedad,4-3-3,11.3,53.7,80.8,17.9,es La Liga,26,29,28,2469,2,0,2,0,13,0,1.0,0.1,21.0,106.0,1.0,0.07,0.0,0.07
1449,Nicola Leali,it ITA,Goalkeeper,Genoa,3-5-2,9.0,46.1,79.7,13.7,it Serie A,30,3,2,176,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,Rafael Leão,pt POR,Forward,AC Milan,4-2-3-1,14.7,51.4,84.0,15.2,it Serie A,24,34,29,2512,9,9,18,0,5,0,10.0,9.1,160.0,117.0,293.0,0.32,0.32,0.64
1451,Adrien Lebeau,fr FRA,Midfielder,Brest,4-4-2,11.8,49.4,81.3,18.6,fr Ligue 1,24,7,0,54,0,1,1,0,0,0,0.1,0.5,1.0,0.0,5.0,0.0,1.67,1.67
1452,Jean-Louis Leca,fr FRA,Goalkeeper,Lens,3-4-2-1,11.7,51.1,81.8,17.4,fr Ligue 1,37,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,Benjamin Lecomte,fr FRA,Goalkeeper,Montpellier,4-3-3,12.2,46.4,78.8,17.9,fr Ligue 1,32,30,30,2700,0,1,1,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.03,0.03
1454,Jeremías Ledesma,ar ARG,Goalkeeper,Cadiz,4-4-2,8.0,38.5,68.8,18.5,es La Liga,30,34,34,3048,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
1455,Pierre Lees-Melou,fr FRA,Midfielder,Brest,4-4-2,11.8,49.4,81.3,18.6,fr Ligue 1,30,29,29,2517,4,0,4,0,12,1,2.4,2.4,51.0,193.0,43.0,0.14,0.0,0.14
1456,Diogo Leite,pt POR,Defender,Union Berlin,3-5-2,11.7,45.9,76.2,17.6,de Bundesliga,24,32,31,2702,0,0,0,0,6,0,0.8,0.2,14.0,121.0,4.0,0.0,0.0,0.0
1457,Maxim Leitsch,de GER,Defender,Mainz 05,3-5-2,11.1,42.7,71.3,18.3,de Bundesliga,25,7,4,379,0,0,0,0,0,0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0
1458,Florian Lejeune,fr FRA,Defender,Rayo Vallecano,4-4-2,9.0,48.1,77.9,12.3,es La Liga,32,37,37,3327,3,1,4,0,5,0,3.3,0.7,15.0,114.0,4.0,0.08,0.03,0.11
1459,Stefan Lekovic,rs SRB,Defender,Villarreal,4-4-2,10.7,54.3,84.4,13.0,es La Liga,19,1,0,29,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,Iñigo Lekue,es ESP,Defender,Athletic Bilbao,4-4-2,10.6,49.4,78.5,17.9,es La Liga,30,27,22,2002,0,2,2,0,4,0,0.2,1.1,44.0,119.0,35.0,0.0,0.09,0.09
1461,Thomas Lemar,fr FRA,Midfielder,Atletico Madrid,5-3-2,12.1,51.8,83.1,14.4,es La Liga,27,3,3,164,0,0,0,0,0,0,0.2,0.0,5.0,13.0,9.0,0.0,0.0,0.0
1462,Mario Lemina,ga GAB,Midfielder,Wolverhampton Wanderers,3-4-3,12.2,49.7,83.2,15.3,eng Premier League,29,35,34,2968,4,1,5,0,12,1,4.6,1.5,32.0,76.0,49.0,0.12,0.03,0.15
1463,Álvaro Lemos,es ESP,Defender,Las Palmas,4-4-2,7.0,52.1,82.2,13.5,es La Liga,30,4,3,251,0,0,0,0,1,0,0.0,0.0,6.0,17.0,8.0,0.0,0.0,0.0
1464,Ruben Lendinez,es ESP,Defender,Valencia,4-4-2,10.3,47.9,79.4,16.3,es La Liga,20,1,0,11,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1465,Clément Lenglet,fr FRA,Defender,Aston Villa,4-3-3,13.7,49.1,78.6,19.4,eng Premier League,28,14,14,1153,0,1,1,0,3,0,0.9,0.8,26.0,51.0,1.0,0.0,0.08,0.08
1466,Bernd Leno,de GER,Goalkeeper,Fulham,4-2-3-1,11.6,50.0,81.2,17.2,eng Premier League,31,38,38,3420,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,Christopher Lenz,de GER,Defender,Eintracht Frankfurt,3-4-2-1,13.2,52.4,79.6,17.9,de Bundesliga,28,1,0,10,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1469,Johann Lepenant,fr FRA,Midfielder,Lyon,4-3-3,16.1,53.6,84.7,14.3,fr Ligue 1,20,6,2,253,0,0,0,0,1,0,0.1,0.1,5.0,24.0,6.0,0.0,0.0,0.0
1470,Jefferson Lerma,co COL,Midfielder,Crystal Palace,4-3-3,9.2,42.9,76.1,18.3,eng Premier League,28,28,27,2400,1,1,2,0,8,0,2.7,2.2,14.0,106.0,51.0,0.04,0.04,0.07
1471,Léo Leroy,fr FRA,Midfielder,Montpellier,4-3-3,12.2,46.4,78.8,17.9,fr Ligue 1,23,21,3,499,0,1,1,0,4,0,0.8,0.7,8.0,21.0,9.0,0.0,0.18,0.18
1472,Robert Lewandowski,pl POL,Forward,Barcelona,4-3-3,15.3,62.4,89.7,10.6,es La Liga,34,35,32,2750,19,8,27,4,5,0,18.1,4.9,43.0,64.0,168.0,0.62,0.26,0.88
1473,Jamie Leweling,de GER,Forward,VfB Stuttgart,3-4-2-1,13.4,51.5,81.1,16.3,de Bundesliga,22,34,17,1523,4,4,8,0,3,0,6.1,3.2,65.0,35.0,172.0,0.24,0.24,0.47
1474,Rico Lewis,eng ENG,Defender,Manchester City,4-3-3,15.8,60.8,89.4,12.8,eng Premier League,18,16,8,809,2,0,2,0,1,0,0.6,1.1,21.0,33.0,46.0,0.22,0.0,0.22
1475,Keane Lewis-Potter,eng ENG,Forward,Brentford,4-3-3,7.1,47.3,81.3,16.6,eng Premier League,22,30,15,1441,3,1,4,0,0,0,6.3,1.7,56.0,32.0,135.0,0.19,0.06,0.25
1476,Philipp Lienhart,at AUT,Defender,Freiburg,3-4-3,11.4,47.5,78.1,17.5,de Bundesliga,27,15,14,1265,1,0,1,0,3,0,1.1,1.1,14.0,53.0,3.0,0.07,0.0,0.07
1477,Matthijs de Ligt,nl NED,Defender,Bayern Munich,4-2-3-1,17.1,58.1,85.5,12.9,de Bundesliga,23,22,16,1390,2,0,2,0,5,0,1.7,0.1,16.0,98.0,6.0,0.13,0.0,0.13
1478,Victor Lindelöf,se SWE,Defender,Manchester United,4-2-3-1,13.8,54.5,84.8,14.5,eng Premier League,29,19,14,1328,1,1,2,0,2,0,0.8,0.3,17.0,40.0,17.0,0.07,0.07,0.14
1480,Jesper Lindstrøm,dk DEN,Forward,Eintracht Frankfurt,3-4-2-1,13.2,52.4,79.6,17.9,de Bundesliga,23,1,1,83,0,0,0,0,0,0,0.2,0.0,2.0,1.0,9.0,0.0,0.0,0.0
1481,Karol Linetty,pl POL,Midfielder,Torino,3-4-2-1,12.2,48.0,80.5,16.1,it Serie A,28,28,19,1858,0,0,0,0,12,0,0.5,0.8,31.0,87.0,25.0,0.0,0.0,0.0
1482,Samuel Lino,br BRA,Defender,Atletico Madrid,5-3-2,12.1,51.8,83.1,14.4,es La Liga,23,34,25,2080,4,5,9,0,1,0,5.6,4.7,131.0,84.0,215.0,0.17,0.22,0.39
1483,Luca Lipani,it ITA,Midfielder,Sassuolo,4-2-3-1,13.9,58.2,87.8,10.9,it Serie A,18,8,5,384,0,0,0,0,0,0,0.1,0.2,6.0,20.0,3.0,0.0,0.0,0.0
1484,Pol Lirola,es ESP,Defender,Frosinone,3-5-2,11.1,40.0,75.7,14.1,it Serie A,25,25,18,1536,2,1,3,0,1,0,1.3,1.1,30.0,65.0,59.0,0.12,0.06,0.18
1485,Marcin Listkowski,pl POL,Forward,Lecce,4-3-3,9.7,43.7,79.9,16.8,it Serie A,25,1,0,8,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1486,Valentino Livramento,eng ENG,Defender,Newcastle United,4-3-3,10.4,41.6,76.0,17.1,eng Premier League,20,26,12,1314,1,0,1,0,1,0,0.4,0.8,44.0,61.0,76.0,0.07,0.0,0.07
1487,Dejan Ljubicic,at AUT,Midfielder,FC Koln,4-2-3-1,10.6,47.1,77.3,18.5,de Bundesliga,25,26,24,2048,0,2,2,0,6,0,1.9,3.0,41.0,84.0,73.0,0.0,0.09,0.09
1488,Javier Llabrés,es ESP,Midfielder,Mallorca,4-4-2,8.0,45.7,80.2,18.0,es La Liga,20,16,1,247,1,0,1,0,1,0,0.7,0.3,9.0,5.0,30.0,0.36,0.0,0.36
1489,Diego Llorente,es ESP,Defender,Roma,3-4-2-1,14.3,51.5,84.5,12.1,it Serie A,29,29,27,2170,1,1,2,0,5,0,0.3,0.6,20.0,75.0,5.0,0.04,0.04,0.08
1490,Marcos Llorente,es ESP,Midfielder,Atletico Madrid,5-3-2,12.1,51.8,83.1,14.4,es La Liga,28,37,29,2565,6,4,10,0,5,0,4.1,5.6,71.0,106.0,179.0,0.21,0.14,0.35
1491,Gautier Lloris,fr FRA,Defender,Le Havre,3-5-2,7.1,41.7,81.0,12.8,fr Ligue 1,28,31,31,2778,2,0,2,0,2,0,2.1,0.2,13.0,105.0,5.0,0.06,0.0,0.06
1492,Abou Lô,sn SEN,Midfielder,Metz,3-4-3,11.5,46.9,79.8,16.1,fr Ligue 1,23,6,2,197,0,0,0,0,0,1,0.1,0.3,0.0,4.0,2.0,0.0,0.0,0.0
1493,Giovani Lo Celso,ar ARG,Midfielder,Tottenham,3-4-2-1,11.7,51.3,81.8,16.4,eng Premier League,27,22,4,506,2,2,4,0,2,0,0.6,1.9,25.0,68.0,29.0,0.36,0.36,0.71
1494,Stanislav Lobotka,sk SVK,Midfielder,Napoli,4-3-3,17.0,54.1,87.0,11.1,it Serie A,28,38,38,3282,0,1,1,0,4,0,0.6,1.3,29.0,188.0,34.0,0.0,0.03,0.03
1495,Manuel Locatelli,it ITA,Midfielder,Juventus,3-5-2,15.7,55.4,88.3,11.4,it Serie A,25,36,34,3008,1,4,5,0,6,0,1.3,1.4,21.0,232.0,26.0,0.03,0.12,0.15
1496,Bradley Locko,fr FRA,Defender,Brest,4-4-2,11.8,49.4,81.3,18.6,fr Ligue 1,21,33,33,2959,0,3,3,0,5,0,0.3,1.6,83.0,129.0,162.0,0.0,0.09,0.09
1497,Tom Lockyer,wls WAL,Defender,Luton Town,4-2-3-1,11.4,45.6,78.1,15.6,eng Premier League,28,14,14,1169,1,1,2,0,4,0,1.1,0.6,6.0,37.0,2.0,0.08,0.08,0.15
1498,Renan Lodi,br BRA,Defender,Marseille,4-2-3-1,10.0,52.4,82.0,14.9,fr Ligue 1,25,14,14,1235,0,0,0,0,6,0,0.3,1.3,25.0,51.0,77.0,0.0,0.0,0.0
1499,Ruben Loftus-Cheek,eng ENG,Midfielder,AC Milan,4-2-3-1,14.7,51.4,84.0,15.2,it Serie A,27,29,26,2068,6,1,7,0,5,0,3.7,2.4,73.0,74.0,113.0,0.26,0.04,0.3
1500,Andy Logbo,fr FRA,Forward,Le Havre,3-5-2,7.1,41.7,81.0,12.8,fr Ligue 1,19,10,2,248,0,0,0,0,0,0,0.3,0.1,1.0,2.0,7.0,0.0,0.0,0.0
1501,Enzo Loiodice,fr FRA,Midfielder,Las Palmas,4-4-2,7.0,52.1,82.2,13.5,es La Liga,22,34,19,1790,0,1,1,0,2,0,0.5,1.3,27.0,97.0,72.0,0.0,0.05,0.05
1502,Sean Longstaff,eng ENG,Midfielder,Newcastle United,4-3-3,10.4,41.6,76.0,17.1,eng Premier League,25,35,30,2747,6,2,8,0,7,0,6.6,2.3,24.0,145.0,116.0,0.2,0.07,0.26
1503,Ademola Lookman,ng NGA,Forward,Atalanta,3-4-2-1,16.3,53.5,83.5,16.8,it Serie A,25,31,22,1894,11,7,18,0,4,0,9.1,5.2,72.0,97.0,222.0,0.52,0.33,0.86
1504,Noah Loosli,ch SUI,Defender,Bochum,4-4-2,7.0,41.8,73.4,20.4,de Bundesliga,26,10,2,346,0,0,0,0,1,0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0
1505,Anthony Lopes,pt POR,Goalkeeper,Lyon,4-3-3,16.1,53.6,84.7,14.3,fr Ligue 1,32,31,31,2790,0,0,0,0,0,0,0.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0
1506,David López,es ESP,Defender,Girona,3-5-2,6.8,58.9,88.7,8.6,es La Liga,33,25,25,1965,3,0,3,0,4,0,2.1,0.2,15.0,54.0,1.0,0.14,0.0,0.14
1507,Diego López,es ESP,Midfielder,Valencia,4-4-2,10.3,47.9,79.4,16.3,es La Liga,21,36,30,2656,3,6,9,0,2,0,3.7,5.4,75.0,73.0,180.0,0.1,0.2,0.3
1508,Fermin López,es ESP,Midfielder,Barcelona,4-3-3,15.3,62.4,89.7,10.6,es La Liga,20,31,14,1446,8,0,8,0,2,0,7.5,1.1,42.0,76.0,93.0,0.5,0.0,0.5
1509,Javi López,es ESP,Defender,Deportivo Alaves,4-4-2,9.1,44.6,72.9,22.6,es La Liga,21,32,25,2386,1,3,4,0,3,0,0.9,3.0,53.0,92.0,120.0,0.04,0.11,0.15
1511,Maxime Lopez,fr FRA,Midfielder,Sassuolo,4-2-3-1,13.9,58.2,87.8,10.9,it Serie A,25,2,2,140,0,0,0,0,0,1,0.0,0.2,2.0,18.0,4.0,0.0,0.0,0.0
1512,Pau López,es ESP,Goalkeeper,Marseille,4-2-3-1,10.0,52.4,82.0,14.9,fr Ligue 1,28,33,33,2939,0,0,0,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1513,Unai López,es ESP,Midfielder,Rayo Vallecano,4-4-2,9.0,48.1,77.9,12.3,es La Liga,27,35,28,2108,1,2,3,0,8,0,1.1,2.5,32.0,116.0,59.0,0.04,0.09,0.13
1514,Dion Lopy,sn SEN,Midfielder,Almería,4-4-2,8.1,44.1,77.1,13.8,es La Liga,21,30,23,1916,0,0,0,0,5,0,1.3,1.2,23.0,90.0,19.0,0.0,0.0,0.0
1515,Anthony Losilla,fr FRA,Midfielder,Bochum,4-4-2,7.0,41.8,73.4,20.4,de Bundesliga,37,31,31,2576,1,2,3,0,10,0,2.3,1.5,11.0,100.0,42.0,0.03,0.07,0.1
1516,Jordan Lotomba,ch SUI,Defender,Nice,4-4-2,10.8,53.4,85.6,10.5,fr Ligue 1,24,28,21,1804,1,0,1,0,4,0,0.9,1.1,36.0,52.0,40.0,0.05,0.0,0.05
1517,Tom Louchet,fr FRA,Midfielder,Nice,4-4-2,10.8,53.4,85.6,10.5,fr Ligue 1,20,13,3,409,1,1,2,0,1,0,1.0,0.7,6.0,18.0,40.0,0.22,0.22,0.44
1518,Imran Louza,ma MAR,Midfielder,Lorient,4-3-3,11.2,45.9,78.8,13.7,fr Ligue 1,24,14,10,863,1,3,4,0,1,0,1.1,2.5,19.0,83.0,36.0,0.1,0.31,0.42
1520,Matteo Lovato,it ITA,Defender,Salernitana,3-5-2,8.1,47.1,78.3,15.6,it Serie A,23,13,11,947,0,0,0,0,2,0,0.0,0.2,1.0,29.0,1.0,0.0,0.0,0.0
1521,Dejan Lovren,hr CRO,Defender,Lyon,4-3-3,16.1,53.6,84.7,14.3,fr Ligue 1,34,10,8,718,0,0,0,0,2,1,0.4,0.0,5.0,20.0,1.0,0.0,0.0,0.0
1522,Sandi Lovrić,si SVN,Midfielder,Udinese,3-5-2,10.9,47.2,82.5,13.1,it Serie A,25,29,21,1987,1,3,4,0,1,1,3.5,3.3,52.0,80.0,80.0,0.05,0.14,0.18
1523,Max Lowe,eng ENG,Defender,Sheffield United,4-2-3-1,8.5,43.0,76.9,19.1,eng Premier League,26,10,4,503,0,0,0,0,1,0,0.6,0.7,5.0,12.0,11.0,0.0,0.0,0.0
1525,Anthony Lozano,hn HON,Forward,Almería,4-4-2,8.1,44.1,77.1,13.8,es La Liga,30,13,10,772,3,0,3,0,1,0,3.3,0.7,12.0,16.0,24.0,0.35,0.0,0.35
1526,Lucas,br BRA,Defender,Cadiz,4-4-2,8.0,38.5,68.8,18.5,es La Liga,22,28,15,1539,1,0,1,0,6,0,0.8,1.9,30.0,47.0,65.0,0.06,0.0,0.06
1527,Lorenzo Lucca,it ITA,Forward,Udinese,3-5-2,10.9,47.2,82.5,13.1,it Serie A,22,37,30,2592,8,4,12,0,6,0,7.8,1.6,10.0,18.0,118.0,0.28,0.14,0.42
1528,Jhon Lucumí,co COL,Defender,Bologna,4-2-3-1,13.1,50.7,81.5,15.1,it Serie A,25,29,23,2217,0,0,0,0,1,0,0.8,0.3,28.0,93.0,4.0,0.0,0.0,0.0
1529,José Luis Gayà,es ESP,Defender,Valencia,4-4-2,10.3,47.9,79.4,16.3,es La Liga,28,24,22,1791,1,2,3,0,2,0,0.5,2.6,41.0,72.0,97.0,0.05,0.1,0.15
1530,José Luis Morales,es ESP,Forward,Villarreal,4-4-2,10.7,54.3,84.4,13.0,es La Liga,36,29,8,1048,7,0,7,0,0,0,5.6,0.6,29.0,17.0,79.0,0.6,0.0,0.6
1531,José Luis Palomino,ar ARG,Defender,Atalanta,3-4-2-1,16.3,53.5,83.5,16.8,it Serie A,33,4,0,27,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1532,Douglas Luiz,br BRA,Midfielder,Aston Villa,4-3-3,13.7,49.1,78.6,19.4,eng Premier League,25,35,35,2993,9,5,14,4,12,0,6.9,5.4,60.0,168.0,50.0,0.27,0.15,0.42
1533,Romelu Lukaku,be BEL,Forward,Roma,3-4-2-1,14.3,51.5,84.5,12.1,it Serie A,30,32,30,2641,13,3,16,0,5,1,9.8,2.4,37.0,37.0,234.0,0.44,0.1,0.55
1534,Castello Lukeba,fr FRA,Defender,RB Leipzig,3-4-3,16.0,57.3,83.2,18.6,de Bundesliga,20,32,24,2191,1,0,1,0,3,0,0.8,0.1,23.0,107.0,9.0,0.04,0.0,0.04
1535,Dodi Lukebakio,be BEL,Forward,Sevilla,4-3-3,12.1,58.7,86.2,16.6,es La Liga,25,23,12,1125,5,1,6,0,0,0,5.6,0.7,48.0,26.0,116.0,0.4,0.08,0.48
1536,Saša Lukić,rs SRB,Midfielder,Fulham,4-2-3-1,11.6,50.0,81.2,17.2,eng Premier League,26,24,13,1122,1,0,1,0,3,0,1.6,0.8,12.0,43.0,27.0,0.08,0.0,0.08
1537,Karlo Lulić,hr CRO,Midfielder,Frosinone,3-5-2,11.1,40.0,75.7,14.1,it Serie A,27,1,0,19,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1538,Andriy Lunin,ua UKR,Goalkeeper,Real Madrid,4-3-3,14.4,57.7,87.7,11.8,es La Liga,24,21,21,1890,0,0,0,0,2,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
1539,Sebastiano Luperto,it ITA,Defender,Empoli,3-5-2,9.1,47.1,75.7,14.1,it Serie A,26,38,38,3406,1,1,2,0,4,0,1.7,1.0,13.0,100.0,13.0,0.03,0.03,0.05
1540,Mateus Lusuardi,br BRA,Defender,Frosinone,3-5-2,11.1,40.0,75.7,14.1,it Serie A,19,4,3,219,0,0,0,0,1,0,0.1,0.0,2.0,12.0,0.0,0.0,0.0,0.0
1541,Andreas Luthe,de GER,Goalkeeper,Bochum,4-4-2,7.0,41.8,73.4,20.4,de Bundesliga,36,1,1,90,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,Zito Luvumbo,ao ANG,Forward,Cagliari,3-5-2,11.4,45.8,79.8,17.2,it Serie A,21,30,19,1946,4,5,9,0,5,0,4.0,3.1,85.0,21.0,181.0,0.18,0.23,0.42
1543,Charalambos Lykogiannis,gr GRE,Defender,Bologna,4-2-3-1,13.1,50.7,81.5,15.1,it Serie A,29,22,10,904,2,1,3,0,2,0,1.3,1.6,36.0,35.0,41.0,0.2,0.1,0.3
1544,Senne Lynen,be BEL,Midfielder,Werder Bremen,3-5-2,10.6,45.2,76.2,18.3,de Bundesliga,24,32,20,1797,0,3,3,0,6,0,0.4,1.8,10.0,66.0,28.0,0.0,0.15,0.15
1545,Joshua M'Bahia,ci CIV,Midfielder,Clermont Foot,4-2-3-1,8.9,47.1,78.3,15.6,fr Ligue 1,18,1,0,14,0,0,0,0,1,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
1546,Othmane Maamma,fr FRA,Forward,Montpellier,4-3-3,12.2,46.4,78.8,17.9,fr Ligue 1,17,2,1,88,1,0,1,0,0,0,0.3,0.5,7.0,2.0,3.0,1.02,0.0,1.02
1548,Ian Maatsen,nl NED,Defender,Borussia Dortmund,4-2-3-1,14.6,57.5,85.5,12.8,de Bundesliga,21,16,15,1264,2,2,4,0,5,0,0.9,1.4,41.0,80.0,49.0,0.14,0.14,0.28
1549,Alexis Mac Allister,ar ARG,Midfielder,Liverpool,4-3-3,16.0,59.0,85.7,14.3,eng Premier League,24,33,31,2599,5,5,10,1,7,1,3.7,3.6,44.0,209.0,48.0,0.17,0.17,0.35
1550,Deiver Machado,co COL,Defender,Lens,3-4-2-1,11.7,51.1,81.8,17.4,fr Ligue 1,29,19,13,1124,4,0,4,0,4,0,1.7,1.3,22.0,26.0,74.0,0.32,0.0,0.32
1551,Darwin Machís,ve VEN,Midfielder,Cadiz,4-4-2,8.0,38.5,68.8,18.5,es La Liga,30,21,10,785,4,0,4,1,0,1,1.4,0.7,20.0,15.0,54.0,0.46,0.0,0.46
1552,James Maddison,eng ENG,Midfielder,Tottenham,3-4-2-1,11.7,51.3,81.8,16.4,eng Premier League,26,28,26,2135,4,9,13,0,5,0,6.4,5.9,58.0,224.0,156.0,0.17,0.38,0.55
1553,Noni Madueke,eng ENG,Forward,Chelsea,3-4-3,14.6,58.6,87.0,15.2,eng Premier League,21,23,13,1053,5,2,7,1,2,0,2.5,2.6,76.0,52.0,136.0,0.43,0.17,0.6
1554,Pablo Maffeo,es ESP,Defender,Mallorca,4-4-2,8.0,45.7,80.2,18.0,es La Liga,26,22,17,1454,1,2,3,0,3,1,0.8,0.9,38.0,41.0,68.0,0.06,0.12,0.19
1555,Gabriel Magalhães,br BRA,Defender,Arsenal,4-2-3-1,12.1,52.7,85.0,13.5,eng Premier League,25,36,34,3044,4,0,4,0,4,0,4.3,0.7,13.0,117.0,8.0,0.12,0.0,0.12
1556,Soungoutou Magassa,fr FRA,Defender,Monaco,4-4-2,12.8,54.2,82.7,16.5,fr Ligue 1,19,21,15,1346,0,0,0,0,7,0,0.6,0.1,7.0,92.0,13.0,0.0,0.0,0.0
1557,Giulio Maggiore,it ITA,Midfielder,Salernitana,3-5-2,8.1,47.1,78.3,15.6,it Serie A,25,27,20,1800,4,2,6,0,9,1,2.3,1.1,8.0,64.0,25.0,0.2,0.1,0.3
